,Fecha Hora,Hora,Nivel OK,Fixed Date,Minute
38682,44487.11111,0.111111111,200,44487,ok
38692,44487.11806,0.118055556,200,44487,ok
38702,44487.12501,0.125011574,200,44487,ok
38712,44487.13194,0.131944444,199,44487,ok
38731,44487.14583,0.145833333,197,44487,ok
38741,44487.15278,0.152777778,196,44487,ok
38751,44487.15972,0.159722222,196,44487,ok
38761,44487.16667,0.166666667,195,44487,ok
38771,44487.17361,0.173611111,196,44487,ok
38781,44487.18056,0.180555556,195,44487,ok
38791,44487.1875,0.1875,195,44487,ok
38801,44487.19444,0.194444444,197,44487,ok
38811,44487.20144,0.201435185,198,44487,ok
38821,44487.20834,0.208344907,199,44487,ok
38831,44487.21528,0.215277778,199,44487,ok
38841,44487.22222,0.222222222,200,44487,ok
38851,44487.22917,0.229166667,200,44487,ok
38861,44487.23611,0.236111111,200,44487,ok
38871,44487.24306,0.243055556,199,44487,ok
38881,44487.25,0.25,198,44487,ok
38891,44487.25694,0.256944444,197,44487,ok
38901,44487.26389,0.263888889,196,44487,ok
38911,44487.27083,0.270833333,195,44487,ok
38921,44487.27778,0.277777778,195,44487,ok
38931,44487.28472,0.284722222,194,44487,ok
38941,44487.29167,0.291666667,195,44487,ok
38951,44487.29861,0.298611111,195,44487,ok
38961,44487.30556,0.305555556,196,44487,ok
38971,44487.3125,0.3125,196,44487,ok
38981,44487.31944,0.319444444,197,44487,ok
38991,44487.32639,0.326388889,198,44487,ok
39001,44487.33333,0.333333333,198,44487,ok
39011,44487.34028,0.340277778,199,44487,ok
39021,44487.34722,0.347222222,199,44487,ok
39031,44487.35417,0.354166667,200,44487,ok
39041,44487.36111,0.361111111,199,44487,ok
39051,44487.36806,0.368055556,197,44487,ok
39061,44487.375,0.375,194,44487,ok
39071,44487.38194,0.381944444,193,44487,ok
39081,44487.38889,0.388888889,193,44487,ok
39091,44487.39583,0.395833333,195,44487,ok
39101,44487.40278,0.402777778,196,44487,ok
39111,44487.40972,0.409722222,197,44487,ok
39121,44487.41667,0.416666667,198,44487,ok
39131,44487.42361,0.423611111,197,44487,ok
39141,44487.43056,0.430555556,197,44487,ok
39151,44487.4375,0.4375,198,44487,ok
39161,44487.44444,0.444444444,198,44487,ok
39171,44487.45139,0.451388889,199,44487,ok
39181,44487.45833,0.458333333,199,44487,ok
39191,44487.46528,0.465277778,198,44487,ok
39201,44487.47222,0.472222222,196,44487,ok
39211,44487.47917,0.479166667,195,44487,ok
39221,44487.48611,0.486111111,194,44487,ok
39231,44487.49306,0.493055556,194,44487,ok
39241,44487.5,0.5,193,44487,ok
39251,44487.50694,0.506944444,192,44487,ok
39261,44487.51389,0.513888889,192,44487,ok
39271,44487.52083,0.520833333,192,44487,ok
39281,44487.52778,0.527777778,191,44487,ok
39291,44487.53472,0.534722222,191,44487,ok
39301,44487.54167,0.541666667,191,44487,ok
39311,44487.54861,0.548611111,191,44487,ok
39321,44487.55556,0.555555556,191,44487,ok
39331,44487.5625,0.5625,191,44487,ok
39341,44487.56944,0.569444444,189,44487,ok
39351,44487.57639,0.576388889,188,44487,ok
39361,44487.58333,0.583333333,186,44487,ok
39371,44487.59028,0.590277778,188,44487,ok
39381,44487.59722,0.597222222,191,44487,ok
39391,44487.60417,0.604166667,193,44487,ok
39401,44487.61111,0.611111111,194,44487,ok
39411,44487.61806,0.618055556,194,44487,ok
39421,44487.625,0.625,194,44487,ok
39431,44487.63194,0.631944444,193,44487,ok
39441,44487.63889,0.638888889,193,44487,ok
39451,44487.64583,0.645833333,194,44487,ok
39461,44487.65278,0.652777778,194,44487,ok
39471,44487.65972,0.659722222,194,44487,ok
39481,44487.66667,0.666666667,196,44487,ok
39491,44487.67361,0.673611111,198,44487,ok
39501,44487.68056,0.680555556,199,44487,ok
39511,44487.6875,0.6875,199,44487,ok
39521,44487.69446,0.694456019,200,44487,ok
39531,44487.70139,0.701388889,200,44487,ok
39541,44487.70833,0.708333333,201,44487,ok
39551,44487.71528,0.715277778,201,44487,ok
39561,44487.72222,0.722222222,200,44487,ok
39571,44487.72917,0.729166667,198,44487,ok
39581,44487.73611,0.736111111,197,44487,ok
39591,44487.74306,0.743055556,196,44487,ok
39601,44487.75,0.75,196,44487,ok
39611,44487.75694,0.756944444,195,44487,ok
39621,44487.76389,0.763888889,193,44487,ok
39631,44487.77087,0.770868056,192,44487,ok
39641,44487.77778,0.777777778,191,44487,ok
39651,44487.78473,0.784733796,188,44487,ok
39661,44487.79168,0.791678241,187,44487,ok
39671,44487.79861,0.798611111,186,44487,ok
39681,44487.80557,0.80556713,185,44487,ok
39691,44487.8125,0.8125,185,44487,ok
39701,44487.81944,0.819444444,186,44487,ok
39711,44487.82639,0.826388889,189,44487,ok
39721,44487.83333,0.833333333,192,44487,ok
39731,44487.84028,0.840277778,193,44487,ok
39741,44487.84723,0.847233796,194,44487,ok
39751,44487.85417,0.854166667,195,44487,ok
39761,44487.86111,0.861111111,197,44487,ok
39771,44487.86806,0.868055556,199,44487,ok
39781,44487.875,0.875,199,44487,ok
39791,44487.88194,0.881944444,200,44487,ok
39801,44487.88889,0.888888889,201,44487,ok
39811,44487.89583,0.895833333,201,44487,ok
39821,44487.90278,0.902777778,202,44487,ok
39831,44487.90972,0.909722222,202,44487,ok
39841,44487.91667,0.916666667,202,44487,ok
39851,44487.92361,0.923611111,202,44487,ok
39861,44487.93056,0.930555556,202,44487,ok
39871,44487.9375,0.9375,200,44487,ok
39881,44487.94444,0.944444444,196,44487,ok
39891,44487.95139,0.951388889,193,44487,ok
39901,44487.95833,0.958333333,191,44487,ok
39911,44487.96528,0.965277778,189,44487,ok
39921,44487.97222,0.972222222,189,44487,ok
39931,44487.97917,0.979166667,188,44487,ok
39941,44487.98611,0.986111111,188,44487,ok
39951,44487.99306,0.993055556,188,44487,ok
39961,44488.0,0.0,192,44488,ok
39971,44488.00694,0.006944444,194,44488,ok
39981,44488.01391,0.013912037,194,44488,ok
39991,44488.02083,0.020833333,196,44488,ok
40001,44488.02778,0.027777778,196,44488,ok
40011,44488.03472,0.034722222,195,44488,ok
40021,44488.04167,0.041666667,195,44488,ok
40029,44488.04863,0.048634259,195,44488,ok
40039,44488.05556,0.055555556,196,44488,ok
40049,44488.0625,0.0625,196,44488,ok
40059,44488.06944,0.069444444,198,44488,ok
40069,44488.07639,0.076388889,199,44488,ok
40079,44488.08333,0.083333333,200,44488,ok
40089,44488.09028,0.090277778,201,44488,ok
40099,44488.09722,0.097222222,202,44488,ok
40109,44488.10419,0.104189815,201,44488,ok
40119,44488.11111,0.111111111,200,44488,ok
40129,44488.11806,0.118055556,197,44488,ok
40139,44488.125,0.125,195,44488,ok
40144,44488.34722,0.347222222,197,44488,ok
40154,44488.35417,0.354166667,199,44488,ok
40164,44488.36111,0.361111111,200,44488,ok
40174,44488.36806,0.368055556,200,44488,ok
40184,44488.375,0.375,198,44488,ok
40194,44488.38194,0.381944444,197,44488,ok
40204,44488.38889,0.388888889,197,44488,ok
40214,44488.39583,0.395833333,198,44488,ok
40224,44488.40278,0.402777778,199,44488,ok
40234,44488.40972,0.409722222,199,44488,ok
40244,44488.41667,0.416666667,200,44488,ok
40254,44488.42361,0.423611111,201,44488,ok
40264,44488.43056,0.430555556,202,44488,ok
40274,44488.4375,0.4375,202,44488,ok
40284,44488.44444,0.444444444,202,44488,ok
40294,44488.45139,0.451388889,201,44488,ok
40304,44488.45833,0.458333333,200,44488,ok
40314,44488.46528,0.465277778,196,44488,ok
40324,44488.47222,0.472222222,193,44488,ok
40334,44488.47917,0.479166667,191,44488,ok
40344,44488.48611,0.486111111,188,44488,ok
40354,44488.49306,0.493055556,187,44488,ok
40364,44488.50067,0.500671296,186,44488,ok
40374,44488.50762,0.507615741,185,44488,ok
40392,44488.52083,0.520833333,183,44488,ok
40402,44488.52778,0.527777778,186,44488,ok
40412,44488.53472,0.534722222,185,44488,ok
40422,44488.54167,0.541666667,184,44488,ok
40432,44488.54861,0.548611111,183,44488,ok
40442,44488.55556,0.555555556,181,44488,ok
40452,44488.5625,0.5625,178,44488,ok
40462,44488.56944,0.569444444,175,44488,ok
40472,44488.57639,0.576388889,172,44488,ok
40482,44488.58333,0.583333333,169,44488,ok
40492,44488.59028,0.590277778,167,44488,ok
40502,44488.59722,0.597222222,164,44488,ok
40512,44488.60417,0.604166667,163,44488,ok
40522,44488.61111,0.611111111,167,44488,ok
40532,44488.61806,0.618055556,170,44488,ok
40542,44488.625,0.625,172,44488,ok
40552,44488.63194,0.631944444,174,44488,ok
40562,44488.63889,0.638888889,178,44488,ok
40572,44488.64583,0.645833333,183,44488,ok
40582,44488.65278,0.652777778,187,44488,ok
40592,44488.65972,0.659722222,189,44488,ok
40602,44488.66667,0.666666667,192,44488,ok
40612,44488.67361,0.673611111,192,44488,ok
40622,44488.68056,0.680555556,193,44488,ok
40632,44488.6875,0.6875,194,44488,ok
40642,44488.69444,0.694444444,195,44488,ok
40652,44488.70139,0.701388889,197,44488,ok
40662,44488.70833,0.708333333,199,44488,ok
40672,44488.71528,0.715277778,200,44488,ok
40682,44488.72222,0.722222222,199,44488,ok
40692,44488.72917,0.729166667,200,44488,ok
40702,44488.73611,0.736111111,201,44488,ok
40712,44488.74306,0.743055556,201,44488,ok
40722,44488.75,0.75,202,44488,ok
40732,44488.75694,0.756944444,202,44488,ok
40742,44488.76389,0.763888889,202,44488,ok
40752,44488.77083,0.770833333,202,44488,ok
40762,44488.77778,0.777777778,203,44488,ok
40772,44488.78472,0.784722222,203,44488,ok
40782,44488.79167,0.791666667,201,44488,ok
40792,44488.79861,0.798611111,200,44488,ok
40802,44488.80556,0.805555556,198,44488,ok
40812,44488.8125,0.8125,198,44488,ok
40822,44488.81944,0.819444444,197,44488,ok
40832,44488.82639,0.826388889,197,44488,ok
40842,44488.83333,0.833333333,197,44488,ok
40852,44488.84028,0.840277778,198,44488,ok
40862,44488.84722,0.847222222,199,44488,ok
40872,44488.85417,0.854166667,198,44488,ok
40882,44488.86111,0.861111111,198,44488,ok
40892,44488.86806,0.868055556,196,44488,ok
40902,44488.875,0.875,194,44488,ok
40912,44488.88194,0.881944444,194,44488,ok
40922,44488.88889,0.888888889,194,44488,ok
40932,44488.89583,0.895833333,193,44488,ok
40942,44488.90278,0.902777778,192,44488,ok
40952,44488.90972,0.909722222,192,44488,ok
40962,44488.91667,0.916666667,192,44488,ok
40972,44488.92361,0.923611111,193,44488,ok
40982,44488.93056,0.930555556,192,44488,ok
40992,44488.9375,0.9375,192,44488,ok
41002,44488.94444,0.944444444,193,44488,ok
41012,44488.95139,0.951388889,192,44488,ok
41022,44488.95833,0.958333333,192,44488,ok
41032,44488.96528,0.965277778,193,44488,ok
41042,44488.97222,0.972222222,195,44488,ok
41052,44488.97917,0.979166667,196,44488,ok
41062,44488.98611,0.986111111,196,44488,ok
41072,44488.99306,0.993055556,196,44488,ok
41082,44489.0,0.0,196,44489,ok
41092,44489.00694,0.006944444,197,44489,ok
41102,44489.01389,0.013888889,197,44489,ok
41112,44489.02083,0.020833333,196,44489,ok
41122,44489.02778,0.027777778,196,44489,ok
41132,44489.03472,0.034722222,197,44489,ok
41142,44489.04167,0.041666667,198,44489,ok
41160,44489.05557,0.05556713,198,44489,ok
41170,44489.0625,0.0625,199,44489,ok
41180,44489.06944,0.069444444,200,44489,ok
41190,44489.07639,0.076388889,201,44489,ok
41200,44489.08333,0.083333333,200,44489,ok
41210,44489.09028,0.090277778,200,44489,ok
41220,44489.09722,0.097222222,200,44489,ok
41230,44489.10417,0.104166667,201,44489,ok
41240,44489.11111,0.111111111,201,44489,ok
41250,44489.11806,0.118055556,202,44489,ok
41260,44489.125,0.125,202,44489,ok
41270,44489.13194,0.131944444,201,44489,ok
41280,44489.13889,0.138888889,202,44489,ok
41290,44489.14583,0.145833333,202,44489,ok
41300,44489.15278,0.152777778,200,44489,ok
41310,44489.15972,0.159722222,199,44489,ok
41320,44489.16667,0.166666667,199,44489,ok
41330,44489.17361,0.173611111,198,44489,ok
41340,44489.18056,0.180555556,197,44489,ok
41350,44489.1875,0.1875,197,44489,ok
41360,44489.19444,0.194444444,197,44489,ok
41370,44489.20139,0.201388889,197,44489,ok
41380,44489.20833,0.208333333,198,44489,ok
41390,44489.21528,0.215277778,199,44489,ok
41400,44489.22222,0.222222222,200,44489,ok
41410,44489.22917,0.229166667,200,44489,ok
41420,44489.23611,0.236111111,201,44489,ok
41430,44489.24306,0.243055556,200,44489,ok
41440,44489.25,0.25,197,44489,ok
41450,44489.25694,0.256944444,195,44489,ok
41460,44489.26389,0.263888889,194,44489,ok
41470,44489.27083,0.270833333,195,44489,ok
41480,44489.27778,0.277777778,195,44489,ok
41490,44489.28472,0.284722222,194,44489,ok
41500,44489.29167,0.291666667,194,44489,ok
41510,44489.29861,0.298611111,194,44489,ok
41520,44489.30556,0.305555556,194,44489,ok
41530,44489.3125,0.3125,193,44489,ok
41540,44489.31944,0.319444444,193,44489,ok
41550,44489.32639,0.326388889,194,44489,ok
41560,44489.33333,0.333333333,193,44489,ok
41570,44489.34028,0.340277778,193,44489,ok
41580,44489.34722,0.347222222,194,44489,ok
41590,44489.35417,0.354166667,195,44489,ok
41600,44489.36111,0.361111111,197,44489,ok
41610,44489.36806,0.368055556,198,44489,ok
41620,44489.375,0.375,198,44489,ok
41630,44489.38194,0.381944444,198,44489,ok
41640,44489.38889,0.388888889,198,44489,ok
41650,44489.39583,0.395833333,199,44489,ok
41660,44489.40278,0.402777778,199,44489,ok
41670,44489.40972,0.409722222,199,44489,ok
41680,44489.41667,0.416666667,198,44489,ok
41690,44489.42361,0.423611111,197,44489,ok
41700,44489.43056,0.430555556,196,44489,ok
41710,44489.4375,0.4375,196,44489,ok
41720,44489.44444,0.444444444,198,44489,ok
41730,44489.45139,0.451388889,199,44489,ok
41740,44489.45833,0.458333333,199,44489,ok
41750,44489.46528,0.465277778,200,44489,ok
41760,44489.47222,0.472222222,201,44489,ok
41770,44489.47917,0.479166667,200,44489,ok
41780,44489.48611,0.486111111,198,44489,ok
41790,44489.49306,0.493055556,197,44489,ok
41800,44489.5,0.5,195,44489,ok
41810,44489.50694,0.506944444,196,44489,ok
41820,44489.51389,0.513888889,195,44489,ok
41830,44489.52083,0.520833333,196,44489,ok
41840,44489.52778,0.527777778,197,44489,ok
41850,44489.53472,0.534722222,198,44489,ok
41860,44489.54167,0.541666667,199,44489,ok
41870,44489.54861,0.548611111,196,44489,ok
41880,44489.55556,0.555555556,194,44489,ok
41890,44489.5625,0.5625,191,44489,ok
41900,44489.56944,0.569444444,189,44489,ok
41910,44489.57639,0.576388889,188,44489,ok
41920,44489.58333,0.583333333,189,44489,ok
41930,44489.59028,0.590277778,189,44489,ok
41940,44489.59722,0.597222222,191,44489,ok
41950,44489.60417,0.604166667,191,44489,ok
41960,44489.61111,0.611111111,189,44489,ok
41970,44489.61806,0.618055556,191,44489,ok
41980,44489.625,0.625,191,44489,ok
41990,44489.63194,0.631944444,189,44489,ok
42000,44489.63889,0.638888889,191,44489,ok
42010,44489.64583,0.645833333,191,44489,ok
42020,44489.65278,0.652777778,191,44489,ok
42030,44489.65972,0.659722222,192,44489,ok
42040,44489.66667,0.666666667,189,44489,ok
42050,44489.67361,0.673611111,188,44489,ok
42060,44489.68056,0.680555556,189,44489,ok
42070,44489.6875,0.6875,189,44489,ok
42080,44489.69444,0.694444444,189,44489,ok
42090,44489.70139,0.701388889,189,44489,ok
42100,44489.70833,0.708333333,189,44489,ok
42110,44489.71528,0.715277778,189,44489,ok
42120,44489.72222,0.722222222,189,44489,ok
42130,44489.72917,0.729166667,189,44489,ok
42140,44489.73611,0.736111111,188,44489,ok
42150,44489.74306,0.743055556,188,44489,ok
42160,44489.75,0.75,187,44489,ok
42170,44489.75694,0.756944444,185,44489,ok
42180,44489.76389,0.763888889,183,44489,ok
42190,44489.77083,0.770833333,181,44489,ok
42200,44489.77778,0.777777778,179,44489,ok
42210,44489.78472,0.784722222,180,44489,ok
42220,44489.79167,0.791666667,179,44489,ok
42230,44489.79861,0.798611111,180,44489,ok
42240,44489.80556,0.805555556,181,44489,ok
42250,44489.8125,0.8125,182,44489,ok
42260,44489.81944,0.819444444,183,44489,ok
42270,44489.82639,0.826388889,183,44489,ok
42280,44489.83333,0.833333333,182,44489,ok
42290,44489.84028,0.840277778,181,44489,ok
42300,44489.84722,0.847222222,181,44489,ok
42310,44489.85417,0.854166667,181,44489,ok
42320,44489.86111,0.861111111,181,44489,ok
42330,44489.86806,0.868055556,180,44489,ok
42340,44489.875,0.875,181,44489,ok
42350,44489.88194,0.881944444,181,44489,ok
42360,44489.88889,0.888888889,182,44489,ok
42370,44489.89583,0.895833333,183,44489,ok
42380,44489.90278,0.902777778,184,44489,ok
42390,44489.90972,0.909722222,186,44489,ok
42400,44489.91667,0.916666667,187,44489,ok
42410,44489.92361,0.923611111,187,44489,ok
42420,44489.93056,0.930555556,187,44489,ok
42430,44489.9375,0.9375,187,44489,ok
42440,44489.94444,0.944444444,184,44489,ok
42450,44489.95139,0.951388889,184,44489,ok
42460,44489.95833,0.958333333,185,44489,ok
42470,44489.96528,0.965277778,188,44489,ok
42480,44489.97222,0.972222222,192,44489,ok
42490,44489.97917,0.979166667,195,44489,ok
42500,44489.98611,0.986111111,196,44489,ok
42510,44489.99306,0.993055556,196,44489,ok
42520,44490.0,0.0,197,44490,ok
42530,44490.00694,0.006944444,198,44490,ok
42540,44490.01389,0.013888889,199,44490,ok
42550,44490.02083,0.020833333,200,44490,ok
42560,44490.02778,0.027777778,201,44490,ok
42570,44490.03472,0.034722222,201,44490,ok
42580,44490.04167,0.041666667,201,44490,ok
42590,44490.04861,0.048611111,201,44490,ok
42600,44490.05556,0.055555556,201,44490,ok
42610,44490.0625,0.0625,202,44490,ok
42620,44490.06944,0.069444444,203,44490,ok
42630,44490.07639,0.076388889,202,44490,ok
42640,44490.08333,0.083333333,201,44490,ok
42650,44490.09028,0.090277778,200,44490,ok
42658,44490.09744,0.09744213,199,44490,ok
42668,44490.10417,0.104166667,200,44490,ok
42678,44490.11111,0.111111111,201,44490,ok
42698,44490.12501,0.125011574,199,44490,ok
42708,44490.13194,0.131944444,199,44490,ok
42718,44490.13889,0.138888889,198,44490,ok
42728,44490.14583,0.145833333,198,44490,ok
42738,44490.15278,0.152777778,198,44490,ok
42748,44490.15972,0.159722222,199,44490,ok
42758,44490.16667,0.166666667,200,44490,ok
42768,44490.17361,0.173611111,202,44490,ok
42778,44490.18056,0.180555556,201,44490,ok
42788,44490.1875,0.1875,200,44490,ok
42798,44490.19444,0.194444444,199,44490,ok
42808,44490.20139,0.201388889,199,44490,ok
42818,44490.20833,0.208333333,200,44490,ok
42828,44490.21528,0.215277778,201,44490,ok
42838,44490.22222,0.222222222,202,44490,ok
42848,44490.22917,0.229166667,202,44490,ok
42858,44490.23611,0.236111111,203,44490,ok
42868,44490.24306,0.243055556,203,44490,ok
42878,44490.25,0.25,202,44490,ok
42888,44490.25694,0.256944444,203,44490,ok
42898,44490.26389,0.263888889,202,44490,ok
42908,44490.27083,0.270833333,200,44490,ok
42918,44490.27778,0.277777778,197,44490,ok
42928,44490.28472,0.284722222,195,44490,ok
42938,44490.29167,0.291666667,195,44490,ok
42948,44490.29861,0.298611111,195,44490,ok
42958,44490.30556,0.305555556,195,44490,ok
42968,44490.3125,0.3125,195,44490,ok
42978,44490.31944,0.319444444,195,44490,ok
42988,44490.32639,0.326388889,194,44490,ok
42998,44490.33333,0.333333333,194,44490,ok
43008,44490.34028,0.340277778,194,44490,ok
43018,44490.34722,0.347222222,194,44490,ok
43028,44490.35417,0.354166667,193,44490,ok
43038,44490.36111,0.361111111,193,44490,ok
43048,44490.36806,0.368055556,192,44490,ok
43058,44490.375,0.375,192,44490,ok
43068,44490.38194,0.381944444,189,44490,ok
43078,44490.38889,0.388888889,189,44490,ok
43088,44490.39583,0.395833333,189,44490,ok
43098,44490.40278,0.402777778,189,44490,ok
43108,44490.40972,0.409722222,188,44490,ok
43118,44490.41667,0.416666667,186,44490,ok
43128,44490.42361,0.423611111,186,44490,ok
43138,44490.43056,0.430555556,186,44490,ok
43148,44490.4375,0.4375,186,44490,ok
43158,44490.44444,0.444444444,187,44490,ok
43168,44490.45139,0.451388889,187,44490,ok
43178,44490.45833,0.458333333,188,44490,ok
43188,44490.46529,0.465289352,189,44490,ok
43198,44490.47222,0.472222222,191,44490,ok
43208,44490.47917,0.479166667,193,44490,ok
43218,44490.48611,0.486111111,194,44490,ok
43228,44490.49306,0.493055556,195,44490,ok
43238,44490.5,0.5,195,44490,ok
43248,44490.50694,0.506944444,195,44490,ok
43258,44490.51389,0.513888889,195,44490,ok
43268,44490.52083,0.520833333,194,44490,ok
43278,44490.52778,0.527777778,193,44490,ok
43288,44490.53472,0.534722222,192,44490,ok
43298,44490.54167,0.541666667,194,44490,ok
43308,44490.54861,0.548611111,195,44490,ok
43318,44490.55556,0.555555556,196,44490,ok
43328,44490.5625,0.5625,197,44490,ok
43338,44490.56944,0.569444444,198,44490,ok
43348,44490.57639,0.576388889,199,44490,ok
43358,44490.58333,0.583333333,198,44490,ok
43368,44490.59028,0.590277778,197,44490,ok
43378,44490.59722,0.597222222,196,44490,ok
43388,44490.60417,0.604166667,195,44490,ok
43398,44490.61111,0.611111111,194,44490,ok
43408,44490.61806,0.618055556,194,44490,ok
43418,44490.625,0.625,196,44490,ok
43428,44490.63194,0.631944444,198,44490,ok
43438,44490.63889,0.638888889,199,44490,ok
43448,44490.64583,0.645833333,200,44490,ok
43458,44490.65278,0.652777778,201,44490,ok
43468,44490.65972,0.659722222,200,44490,ok
43478,44490.66667,0.666666667,198,44490,ok
43488,44490.67361,0.673611111,197,44490,ok
43498,44490.68056,0.680555556,194,44490,ok
43508,44490.6875,0.6875,193,44490,ok
43518,44490.69444,0.694444444,192,44490,ok
43528,44490.70139,0.701388889,192,44490,ok
43538,44490.70833,0.708333333,194,44490,ok
43548,44490.71528,0.715277778,194,44490,ok
43558,44490.72222,0.722222222,193,44490,ok
43568,44490.72917,0.729166667,193,44490,ok
43578,44490.73611,0.736111111,192,44490,ok
43588,44490.74306,0.743055556,189,44490,ok
43598,44490.75,0.75,189,44490,ok
43608,44490.75694,0.756944444,189,44490,ok
43618,44490.76389,0.763888889,191,44490,ok
43628,44490.77083,0.770833333,188,44490,ok
43638,44490.77778,0.777777778,189,44490,ok
43648,44490.78472,0.784722222,192,44490,ok
43658,44490.79167,0.791666667,192,44490,ok
43668,44490.79861,0.798611111,192,44490,ok
43678,44490.80556,0.805555556,193,44490,ok
43688,44490.8125,0.8125,195,44490,ok
43698,44490.81944,0.819444444,195,44490,ok
43708,44490.82639,0.826388889,195,44490,ok
43718,44490.83333,0.833333333,194,44490,ok
43728,44490.84028,0.840277778,193,44490,ok
43738,44490.84722,0.847222222,193,44490,ok
43748,44490.85417,0.854166667,194,44490,ok
43758,44490.86111,0.861111111,194,44490,ok
43768,44490.86806,0.868055556,194,44490,ok
43778,44490.875,0.875,194,44490,ok
43788,44490.88194,0.881944444,194,44490,ok
43798,44490.88889,0.888888889,195,44490,ok
43808,44490.89583,0.895833333,195,44490,ok
43818,44490.90278,0.902777778,195,44490,ok
43828,44490.90972,0.909722222,195,44490,ok
43838,44490.91667,0.916666667,196,44490,ok
43848,44490.92361,0.923611111,195,44490,ok
43858,44490.93056,0.930555556,194,44490,ok
43868,44490.9375,0.9375,193,44490,ok
43878,44490.94444,0.944444444,191,44490,ok
43888,44490.95139,0.951388889,188,44490,ok
43898,44490.95833,0.958333333,187,44490,ok
43908,44490.96528,0.965277778,185,44490,ok
43918,44490.97222,0.972222222,183,44490,ok
43928,44490.97917,0.979166667,181,44490,ok
43938,44490.98611,0.986111111,181,44490,ok
43946,44490.99306,0.993055556,181,44490,ok
43956,44491.0,0.0,182,44491,ok
43966,44491.00694,0.006944444,183,44491,ok
43976,44491.01389,0.013888889,184,44491,ok
43986,44491.02083,0.020833333,185,44491,ok
43996,44491.02778,0.027777778,184,44491,ok
44006,44491.03472,0.034722222,186,44491,ok
44016,44491.04167,0.041666667,186,44491,ok
44026,44491.04861,0.048611111,185,44491,ok
44036,44491.05556,0.055555556,184,44491,ok
44046,44491.0625,0.0625,184,44491,ok
44056,44491.06944,0.069444444,183,44491,ok
44066,44491.07639,0.076388889,182,44491,ok
44076,44491.08333,0.083333333,182,44491,ok
44086,44491.09028,0.090277778,183,44491,ok
44096,44491.09722,0.097222222,184,44491,ok
44106,44491.10417,0.104166667,185,44491,ok
44116,44491.11111,0.111111111,186,44491,ok
44126,44491.11806,0.118055556,186,44491,ok
44136,44491.125,0.125,185,44491,ok
44146,44491.13194,0.131944444,184,44491,ok
44156,44491.13889,0.138888889,184,44491,ok
44166,44491.14583,0.145833333,185,44491,ok
44176,44491.15278,0.152777778,187,44491,ok
44186,44491.15972,0.159722222,188,44491,ok
44196,44491.16667,0.166666667,189,44491,ok
44206,44491.17361,0.173611111,191,44491,ok
44216,44491.18056,0.180555556,192,44491,ok
44226,44491.1875,0.1875,191,44491,ok
44236,44491.19444,0.194444444,191,44491,ok
44246,44491.20139,0.201388889,188,44491,ok
44256,44491.20833,0.208333333,191,44491,ok
44266,44491.21528,0.215277778,194,44491,ok
44276,44491.22222,0.222222222,196,44491,ok
44286,44491.22917,0.229166667,197,44491,ok
44296,44491.23611,0.236111111,198,44491,ok
44306,44491.24306,0.243055556,199,44491,ok
44316,44491.25,0.25,200,44491,ok
44326,44491.25694,0.256944444,199,44491,ok
44336,44491.26389,0.263888889,198,44491,ok
44346,44491.27083,0.270833333,197,44491,ok
44356,44491.27778,0.277777778,196,44491,ok
44366,44491.28472,0.284722222,196,44491,ok
44376,44491.29167,0.291666667,197,44491,ok
44386,44491.29861,0.298611111,198,44491,ok
44396,44491.30556,0.305555556,199,44491,ok
44406,44491.3125,0.3125,199,44491,ok
44416,44491.31944,0.319444444,200,44491,ok
44426,44491.32639,0.326388889,201,44491,ok
44436,44491.33333,0.333333333,201,44491,ok
44446,44491.34028,0.340277778,202,44491,ok
44456,44491.34722,0.347222222,202,44491,ok
44466,44491.35417,0.354166667,202,44491,ok
44476,44491.36111,0.361111111,203,44491,ok
44486,44491.36806,0.368055556,203,44491,ok
44496,44491.375,0.375,203,44491,ok
44506,44491.38194,0.381944444,203,44491,ok
44516,44491.38889,0.388888889,204,44491,ok
44526,44491.39583,0.395833333,205,44491,ok
44536,44491.40278,0.402777778,204,44491,ok
44546,44491.40972,0.409722222,203,44491,ok
44556,44491.41667,0.416666667,202,44491,ok
44566,44491.42361,0.423611111,200,44491,ok
44576,44491.43056,0.430555556,200,44491,ok
44586,44491.4375,0.4375,198,44491,ok
44596,44491.44444,0.444444444,197,44491,ok
44606,44491.45139,0.451388889,196,44491,ok
44616,44491.45833,0.458333333,195,44491,ok
44626,44491.46528,0.465277778,194,44491,ok
44636,44491.47222,0.472222222,193,44491,ok
44646,44491.47917,0.479166667,192,44491,ok
44656,44491.48611,0.486111111,191,44491,ok
44666,44491.49306,0.493055556,189,44491,ok
44676,44491.5,0.5,189,44491,ok
44686,44491.50694,0.506944444,188,44491,ok
44696,44491.51389,0.513888889,187,44491,ok
44706,44491.52083,0.520833333,185,44491,ok
44716,44491.52778,0.527777778,182,44491,ok
44726,44491.53472,0.534722222,181,44491,ok
44736,44491.54167,0.541666667,181,44491,ok
44746,44491.54861,0.548611111,184,44491,ok
44756,44491.55556,0.555555556,185,44491,ok
44766,44491.5625,0.5625,186,44491,ok
44776,44491.56944,0.569444444,186,44491,ok
44786,44491.57639,0.576388889,187,44491,ok
44796,44491.58333,0.583333333,187,44491,ok
44806,44491.59028,0.590277778,186,44491,ok
44816,44491.59722,0.597222222,182,44491,ok
44826,44491.60417,0.604166667,177,44491,ok
